
2.61799	(-4.36846,0)
2.61799	(-4.30479,0)
2.61799	(-4.23781,0)
2.61799	(-4.16771,0)
2.61799	(-4.09471,0)
2.61799	(-4.01902,0)
2.61799	(-3.94087,0)
2.61799	(-3.8605,0)
2.61799	(-3.77814,0)
2.61799	(-3.69406,0)
2.61799	(-3.60849,0)
2.61799	(-3.52171,0)
2.61799	(-3.43398,0)
2.61799	(-3.34557,0)
2.61799	(-3.25676,0)
2.61799	(-3.16784,0)
2.61799	(-3.0791,0)
2.61799	(-2.99083,0)
2.61799	(-2.90335,0)
2.61799	(-2.81697,0)
2.61799	(-2.73201,0)
2.61799	(-2.64881,0)
2.61799	(-2.56773,0)
2.61799	(-2.4891,0)
2.61799	(-2.41332,0)
2.61799	(-2.34077,0)
2.61799	(-2.27183,0)
2.61799	(-2.20694,0)
2.61799	(-2.14649,0)
2.61799	(-2.09091,0)
2.61799	(-2.04062,0)
2.61799	(-1.99604,0)
2.61799	(-1.87092,0)
2.61799	(-1.88195,0)
2.61799	(2.04062,0)
2.61799	(-1.90021,0)
2.61799	(2.14649,0)
2.61799	(-1.9255,0)
2.61799	(2.09091,0)
2.61799	(-1.95754,0)
2.72271	(-4.88481,0)
2.72271	(-4.87744,0)
2.72271	(-4.86519,0)
2.72271	(-4.84808,0)
2.72271	(-4.82617,0)
2.72271	(-4.79953,0)
2.72271	(-4.76825,0)
2.72271	(-4.7324,0)
2.72271	(-4.69211,0)
2.72271	(-4.6475,0)
2.72271	(-4.5987,0)
2.72271	(-4.54585,0)
2.72271	(-4.48913,0)
2.72271	(-4.42869,0)
2.72271	(-4.36473,0)
2.72271	(-4.29743,0)
2.72271	(-4.22699,0)
2.72271	(-4.15363,0)
2.72271	(-4.07757,0)
2.72271	(-3.99903,0)
2.72271	(-3.91825,0)
2.72271	(-3.83547,0)
2.72271	(-3.75095,0)
2.72271	(-3.66493,0)
2.72271	(-3.57768,0)
2.72271	(-3.48947,0)
2.72271	(-3.40057,0)
2.72271	(-3.31127,0)
2.72271	(-3.22184,0)
2.72271	(-3.1326,0)
2.72271	(-3.04382,0)
2.72271	(-2.95583,0)
2.72271	(-2.86895,0)
2.72271	(-2.7835,0)
2.72271	(-2.69982,0)
2.72271	(-2.61826,0)
2.72271	(-2.53918,0)
2.72271	(-2.46297,0)
2.72271	(-2.39,0)
2.72271	(-2.32069,0)
2.72271	(-2.25543,0)
2.72271	(-2.19466,0)
2.72271	(-2.1388,0)
2.72271	(-2.08826,0)
2.72271	(-2.04345,0)
2.72271	(-1.91774,0)
2.72271	(-1.92883,0)
2.72271	(-2.00477,0)
2.72271	(-1.94717,0)
2.72271	(4.88481,0)
2.72271	(4.87744,0)
2.72271	(4.86519,0)
2.72271	(4.84808,0)
2.72271	(4.82617,0)
2.72271	(4.79953,0)
2.72271	(4.76825,0)
2.72271	(4.7324,0)
2.72271	(4.69211,0)
2.72271	(4.6475,0)
2.72271	(4.5987,0)
2.72271	(4.54585,0)
2.72271	(4.48913,0)
2.72271	(4.42869,0)
2.72271	(4.36473,0)
2.72271	(4.29743,0)
2.72271	(4.22699,0)
2.72271	(4.15363,0)
2.72271	(4.07757,0)
2.72271	(3.99903,0)
2.72271	(3.91825,0)
2.72271	(3.83547,0)
2.72271	(3.75095,0)
2.72271	(3.66493,0)
2.72271	(3.57768,0)
2.72271	(3.48947,0)
2.72271	(3.40057,0)
2.72271	(3.31127,0)
2.72271	(3.22184,0)
2.72271	(3.1326,0)
2.72271	(3.04382,0)
2.72271	(2.95583,0)
2.72271	(2.86895,0)
2.72271	(2.7835,0)
2.72271	(2.69982,0)
2.72271	(2.61826,0)
2.72271	(2.53918,0)
2.72271	(2.46297,0)
2.72271	(2.39,0)
2.72271	(1.91774,0)
2.72271	(1.92883,0)
2.72271	(1.94717,0)
2.72271	(1.97257,0)
2.72271	(2.32069,0)
2.72271	(2.00477,0)
2.72271	(2.04345,0)
2.72271	(2.25543,0)
2.72271	(2.08826,0)
2.72271	(2.19466,0)
2.72271	(2.1388,0)
2.72271	(-1.97257,0)
2.82743	(-4.9338,0)
2.82743	(-4.9264,0)
2.82743	(-4.91411,0)
2.82743	(-4.89694,0)
2.82743	(-4.87496,0)
2.82743	(-4.84824,0)
2.82743	(-4.81684,0)
2.82743	(-4.78088,0)
2.82743	(-4.74045,0)
2.82743	(-4.69569,0)
2.82743	(-4.64672,0)
2.82743	(-4.59369,0)
2.82743	(-4.53677,0)
2.82743	(-4.47611,0)
2.82743	(-4.41192,0)
2.82743	(-4.34437,0)
2.82743	(-4.27368,0)
2.82743	(-4.20004,0)
2.82743	(-4.12369,0)
2.82743	(-4.04485,0)
2.82743	(-3.96375,0)
2.82743	(-3.88064,0)
2.82743	(-3.79578,0)
2.82743	(-3.70941,0)
2.82743	(-3.6218,0)
2.82743	(-3.53322,0)
2.82743	(-3.44395,0)
2.82743	(-3.35426,0)
2.82743	(-3.26445,0)
2.82743	(-3.17482,0)
2.82743	(-3.08565,0)
2.82743	(-2.99728,0)
2.82743	(-2.91001,0)
2.82743	(-2.82418,0)
2.82743	(-2.74013,0)
2.82743	(-2.65822,0)
2.82743	(-2.5788,0)
2.82743	(-2.50226,0)
2.82743	(-2.42898,0)
2.82743	(-2.35938,0)
2.82743	(-2.29386,0)
2.82743	(-2.23285,0)
2.82743	(-2.17677,0)
2.82743	(-2.12604,0)
2.82743	(-2.08107,0)
2.82743	(-1.95493,0)
2.82743	(-1.96605,0)
2.82743	(-2.00994,0)
2.82743	(-2.04225,0)
2.82743	(-1.98445,0)
2.82743	(4.9264,0)
2.82743	(4.9338,0)
2.82743	(4.91411,0)
2.82743	(4.89694,0)
2.82743	(4.87496,0)
2.82743	(4.84824,0)
2.82743	(4.81684,0)
2.82743	(4.78088,0)
2.82743	(4.74045,0)
2.82743	(4.69569,0)
2.82743	(4.64672,0)
2.82743	(4.59369,0)
2.82743	(4.53677,0)
2.82743	(4.47611,0)
2.82743	(4.41192,0)
2.82743	(4.34437,0)
2.82743	(4.27368,0)
2.82743	(4.20004,0)
2.82743	(4.12369,0)
2.82743	(4.04485,0)
2.82743	(3.96375,0)
2.82743	(3.88064,0)
2.82743	(3.79578,0)
2.82743	(3.70941,0)
2.82743	(3.6218,0)
2.82743	(3.53322,0)
2.82743	(3.44395,0)
2.82743	(3.35426,0)
2.82743	(3.26445,0)
2.82743	(3.17482,0)
2.82743	(3.08565,0)
2.82743	(2.99728,0)
2.82743	(2.91001,0)
2.82743	(1.95493,0)
2.82743	(1.96605,0)
2.82743	(1.98445,0)
2.82743	(2.00994,0)
2.82743	(2.82418,0)
2.82743	(2.04225,0)
2.82743	(2.08107,0)
2.82743	(2.74013,0)
2.82743	(2.12604,0)
2.82743	(2.17677,0)
2.82743	(2.65822,0)
2.82743	(2.23285,0)
2.82743	(2.5788,0)
2.82743	(2.29386,0)
2.82743	(2.35938,0)
2.82743	(2.42898,0)
2.82743	(2.50226,0)
2.93215	(-4.9691,0)
2.93215	(-4.96169,0)
2.93215	(-4.94936,0)
2.93215	(-4.93215,0)
2.93215	(-4.91012,0)
2.93215	(-4.88333,0)
2.93215	(-4.85187,0)
2.93215	(-4.81582,0)
2.93215	(-4.77529,0)
2.93215	(-4.73042,0)
2.93215	(-4.68133,0)
2.93215	(-4.62817,0)
2.93215	(-4.5711,0)
2.93215	(-4.51029,0)
2.93215	(-4.44593,0)
2.93215	(-4.37821,0)
2.93215	(-4.2335,0)
2.93215	(-4.30733,0)
2.93215	(-4.15694,0)
2.93215	(-4.07788,0)
2.93215	(-3.99656,0)
2.93215	(-3.91322,0)
2.93215	(-3.82812,0)
2.93215	(-3.7415,0)
2.93215	(-3.65363,0)
2.93215	(-3.56479,0)
2.93215	(-3.47525,0)
2.93215	(-3.3853,0)
2.93215	(-3.29521,0)
2.93215	(-3.2053,0)
2.93215	(-3.11587,0)
2.93215	(-3.02722,0)
2.93215	(-2.93968,0)
2.93215	(-2.85359,0)
2.93215	(-2.76928,0)
2.93215	(-2.68712,0)
2.93215	(-2.60746,0)
2.93215	(-2.53069,0)
2.93215	(-2.4572,0)
2.93215	(-2.38739,0)
2.93215	(-2.32169,0)
2.93215	(-2.26051,0)
2.93215	(-2.20428,0)
2.93215	(-2.15342,0)
2.93215	(-2.10834,0)
2.93215	(-2.03704,0)
2.93215	(-1.98191,0)
2.93215	(-2.01149,0)
2.93215	(-2.06942,0)
2.93215	(-1.99305,0)
2.93215	(4.9691,0)
2.93215	(4.96169,0)
2.93215	(4.93215,0)
2.93215	(4.94936,0)
2.93215	(4.91012,0)
2.93215	(4.88333,0)
2.93215	(4.85187,0)
2.93215	(4.81582,0)
2.93215	(4.77529,0)
2.93215	(4.73042,0)
2.93215	(4.68133,0)
2.93215	(4.62817,0)
2.93215	(4.5711,0)
2.93215	(4.51029,0)
2.93215	(4.44593,0)
2.93215	(4.37821,0)
2.93215	(4.30733,0)
2.93215	(4.2335,0)
2.93215	(4.15694,0)
2.93215	(4.07788,0)
2.93215	(3.99656,0)
2.93215	(3.91322,0)
2.93215	(3.82812,0)
2.93215	(3.7415,0)
2.93215	(3.65363,0)
2.93215	(3.56479,0)
2.93215	(3.47525,0)
2.93215	(3.3853,0)
2.93215	(3.29521,0)
2.93215	(3.2053,0)
2.93215	(3.11587,0)
2.93215	(3.02722,0)
2.93215	(2.93968,0)
2.93215	(2.85359,0)
2.93215	(2.76928,0)
2.93215	(2.68712,0)
2.93215	(2.60746,0)
2.93215	(2.53069,0)
2.93215	(1.98191,0)
2.93215	(1.99305,0)
2.93215	(2.01149,0)
2.93215	(2.03704,0)
2.93215	(2.06942,0)
2.93215	(2.4572,0)
2.93215	(2.10834,0)
2.93215	(2.15342,0)
2.93215	(2.38739,0)
2.93215	(2.20428,0)
2.93215	(2.32169,0)
2.93215	(2.26051,0)
3.03687	(-4.9904,0)
3.03687	(-4.98298,0)
3.03687	(-4.95341,0)
3.03687	(-4.97064,0)
3.03687	(-4.93134,0)
3.03687	(-4.90452,0)
3.03687	(-4.873,0)
3.03687	(-4.8369,0)
3.03687	(-4.79632,0)
3.03687	(-4.75138,0)
3.03687	(-4.70222,0)
3.03687	(-4.64898,0)
3.03687	(-4.59182,0)
3.03687	(-4.53093,0)
3.03687	(-4.46647,0)
3.03687	(-4.39864,0)
3.03687	(-4.32765,0)
3.03687	(-4.2537,0)
3.03687	(-4.17702,0)
3.03687	(-4.09783,0)
3.03687	(-4.01637,0)
3.03687	(-3.9329,0)
3.03687	(-3.84764,0)
3.03687	(-3.76088,0)
3.03687	(-3.67286,0)
3.03687	(-3.58386,0)
3.03687	(-3.49417,0)
3.03687	(-3.40405,0)
3.03687	(-3.3138,0)
3.03687	(-3.22373,0)
3.03687	(-3.13413,0)
3.03687	(-3.04532,0)
3.03687	(-2.95762,0)
3.03687	(-2.87137,0)
3.03687	(-2.78691,0)
3.03687	(-2.7046,0)
3.03687	(-2.6248,0)
3.03687	(-2.54789,0)
3.03687	(-2.47427,0)
3.03687	(-2.40435,0)
3.03687	(-2.33854,0)
3.03687	(-2.27726,0)
3.03687	(-2.22094,0)
3.03687	(-2.17001,0)
3.03687	(-2.12486,0)
3.03687	(-1.99826,0)
3.03687	(-2.00942,0)
3.03687	(-2.05346,0)
3.03687	(-2.08589,0)
3.03687	(-2.02788,0)
3.03687	(4.9904,0)
3.03687	(4.98298,0)
3.03687	(4.97064,0)
3.03687	(4.95341,0)
3.03687	(4.93134,0)
3.03687	(4.90452,0)
3.03687	(4.873,0)
3.03687	(4.8369,0)
3.03687	(4.79632,0)
3.03687	(4.75138,0)
3.03687	(4.70222,0)
3.03687	(4.64898,0)
3.03687	(4.59182,0)
3.03687	(4.53093,0)
3.03687	(4.46647,0)
3.03687	(4.39864,0)
3.03687	(4.32765,0)
3.03687	(4.2537,0)
3.03687	(4.17702,0)
3.03687	(4.09783,0)
3.03687	(4.01637,0)
3.03687	(3.9329,0)
3.03687	(3.84764,0)
3.03687	(3.76088,0)
3.03687	(3.67286,0)
3.03687	(3.58386,0)
3.03687	(3.49417,0)
3.03687	(3.40405,0)
3.03687	(3.3138,0)
3.03687	(3.22373,0)
3.03687	(3.13413,0)
3.03687	(3.04532,0)
3.03687	(2.95762,0)
3.03687	(2.87137,0)
3.03687	(2.78691,0)
3.03687	(1.99826,0)
3.03687	(2.00942,0)
3.03687	(2.02788,0)
3.03687	(2.7046,0)
3.03687	(2.05346,0)
3.03687	(2.08589,0)
3.03687	(2.6248,0)
3.03687	(2.12486,0)
3.03687	(2.54789,0)
3.03687	(2.17001,0)
3.03687	(2.22094,0)
3.03687	(2.47427,0)
3.03687	(2.27726,0)
3.03687	(2.40435,0)
3.03687	(2.33854,0)
3.14159	(-4.99752,0)
3.14159	(-4.9901,0)
3.14159	(-4.97775,0)
3.14159	(-4.96051,0)
3.14159	(-4.93844,0)
3.14159	(-4.9116,0)
3.14159	(-4.88007,0)
3.14159	(-4.84395,0)
3.14159	(-4.80335,0)
3.14159	(-4.75839,0)
3.14159	(-4.7092,0)
3.14159	(-4.65594,0)
3.14159	(-4.59875,0)
3.14159	(-4.53783,0)
3.14159	(-4.47333,0)
3.14159	(-4.40547,0)
3.14159	(-4.33444,0)
3.14159	(-4.26045,0)
3.14159	(-4.18373,0)
3.14159	(-4.1045,0)
3.14159	(-4.023,0)
3.14159	(-3.93947,0)
3.14159	(-3.85418,0)
3.14159	(-3.76736,0)
3.14159	(-3.67929,0)
3.14159	(-3.59024,0)
3.14159	(-3.50049,0)
3.14159	(-3.41032,0)
3.14159	(-3.32002,0)
3.14159	(-3.22989,0)
3.14159	(-3.14024,0)
3.14159	(-3.05138,0)
3.14159	(-2.96363,0)
3.14159	(-2.87732,0)
3.14159	(-2.79281,0)
3.14159	(-2.71045,0)
3.14159	(-2.6306,0)
3.14159	(-2.55365,0)
3.14159	(-2.47999,0)
3.14159	(-2.41003,0)
3.14159	(-2.34418,0)
3.14159	(-2.28287,0)
3.14159	(-2.22653,0)
3.14159	(-2.17556,0)
3.14159	(-2.09141,0)
3.14159	(-2.00373,0)
3.14159	(-2.05896,0)
3.14159	(-2.0149,0)
3.14159	(-2.13039,0)
3.14159	(-2.03337,0)
3.14159	(4.99752,0)
3.14159	(4.9901,0)
3.14159	(4.97775,0)
3.14159	(4.96051,0)
3.14159	(4.93844,0)
3.14159	(4.9116,0)
3.14159	(4.84395,0)
3.14159	(4.88007,0)
3.14159	(4.80335,0)
3.14159	(4.75839,0)
3.14159	(4.7092,0)
3.14159	(4.65594,0)
3.14159	(4.59875,0)
3.14159	(4.53783,0)
3.14159	(4.47333,0)
3.14159	(4.40547,0)
3.14159	(4.33444,0)
3.14159	(4.26045,0)
3.14159	(4.18373,0)
3.14159	(4.1045,0)
3.14159	(4.023,0)
3.14159	(3.93947,0)
3.14159	(3.85418,0)
3.14159	(3.76736,0)
3.14159	(3.67929,0)
3.14159	(3.59024,0)
3.14159	(3.50049,0)
3.14159	(3.32002,0)
3.14159	(3.22989,0)
3.14159	(3.14024,0)
3.14159	(3.05138,0)
3.14159	(2.96363,0)
3.14159	(2.87732,0)
3.14159	(2.79281,0)
3.14159	(2.71045,0)
3.14159	(2.6306,0)
3.14159	(2.55365,0)
3.14159	(2.47999,0)
3.14159	(2.00373,0)
3.14159	(2.0149,0)
3.14159	(2.03337,0)
3.14159	(2.05896,0)
3.14159	(2.41003,0)
3.14159	(2.09141,0)
3.14159	(2.34418,0)
3.14159	(2.13039,0)
3.14159	(2.17556,0)
3.14159	(2.28287,0)
3.14159	(2.22653,0)
3.14159	(3.41032,0)
